countries,Year,(Territorial & Low GHG with VOLY) scenario [%],(Territorial & Low GHG with VSL) scenario [%],(Territorial & Central GHG with VOLY) scenario [%],(Territorial & Central GHG with VSL) scenario [%],(Territorial & High GHG with VOLY) scenario [%],(Territorial & High GHG with VSL) scenario [%],(Residential & Low GHG with VOLY) scenario [%],(Residential & Low GHG with VSL) scenario [%],(Residential & Central GHG with VOLY) scenario [%],(Residential & Central GHG with VSL) scenario [%],(Residential & High GHG with VOLY) scenario [%],(Residential & High GHG with VSL) scenario [%],(Footprint & Low GHG with VOLY) scenario [%],(Footprint & Low GHG with VSL) scenario [%],(Footprint & Central GHG with VOLY) scenario [%],(Footprint & Central GHG with VSL) scenario [%],(Footprint & High GHG with VOLY) scenario [%],(Footprint & High GHG with VSL) scenario [%]
Germany,2012,5.298100765414471,12.672291120857027,6.668692804929134,14.042883160371689,20.341980056277798,27.716170411720352,5.494689158821044,12.8688795142636,6.996340127273422,14.370530482715976,21.977096217310248,29.351286572752798,5.734257644711526,13.108448000154082,7.395620937090892,14.769811292533447,23.969697592018385,31.343887947460942
Denmark,2012,2.974568462710839,5.851943279466411,3.905365098712379,6.7827399154679515,13.191169634061072,16.068544450816646,3.9206727751691033,6.798047591924675,5.482205619476153,8.359580436231726,21.060354709110765,23.937729525866335,4.241901553775267,7.119276370530839,6.017586917153093,8.894961733908664,23.732162327993777,26.60953714474935
Estonia,2012,10.250937064303137,14.870413630858362,14.096306914777834,18.71578348133306,52.458448994513496,57.077925561068724,12.23487921821541,16.854355784770636,17.402877171298286,22.02235373785351,68.95980913181558,73.5792856983708,12.178042189074999,16.797518755630225,17.308148789397602,21.927625355952827,68.48706939737788,73.1065459639331
Greece,2012,9.393046391719743,20.804921851294665,11.831709162726947,23.24358462230187,36.160273473489305,47.572148933064234,9.823844428348778,21.235719887923704,12.54970589044201,23.96158135001693,39.74341904799114,51.15529450756606,9.263140194473316,20.67501565404824,11.615198833982905,23.02707429355783,35.079783832899984,46.491659292474914
Spain,2012,6.226346574254391,14.799014231348147,7.474666986162405,16.04733464325616,19.9281491906733,28.50081684776705,6.5265840965537905,15.099251753647547,7.9750628566614035,16.54773051375516,22.425362868211163,30.998030525304916,6.630656808908704,15.203324466002458,8.148517377252926,16.721185034346682,23.29098352335361,31.863651180447366
Finland,2012,2.5018005446758558,4.768197929236907,3.2386625153578694,5.50505989991892,10.58973788954272,12.856135274103773,3.462824639504171,5.729222024065222,4.840369340071728,7.106766724632779,18.583017662400454,20.849415046961504,3.983585196018643,6.249982580579695,5.708303600929181,7.974700985490232,22.91442292610813,25.180820310669176
France,2012,4.974647208689757,12.558257318350597,5.852664756530531,13.43627486619137,14.611935055227775,22.195545164888618,5.226394610691573,12.810004720352413,6.272243759866891,13.85585386952773,16.705834081401605,24.289444191062444,5.597703316534726,13.181313426195562,6.891091602938809,14.47470171259965,19.79417950777957,27.377789617440406
Croatia,2012,17.243850576511946,50.28166556269176,19.209880784127808,52.24769577030762,38.82337261724795,71.86118760342777,18.02687789942125,51.06469288560107,20.514926322309982,53.55274130848981,45.33617130303328,78.3739862892131,18.649379979157906,51.687194965337724,21.552429788537744,54.59024477471757,50.51380764877944,83.55162263495926
Hungary,2012,17.923855755150246,49.3529941205575,20.303254823058108,51.732393188465366,44.040593143377,75.46973150878425,18.490679839228076,49.91981820463533,21.24796162985448,52.677099995261734,48.75512996967509,80.18426833508234,19.42991449422231,50.859052859629564,22.81335272151154,54.2424910869188,56.56717694137316,87.99631530678043
Ireland,2012,4.3169437142767455,7.557178677479833,5.885212978081652,9.12544794128474,21.53056587175441,24.770800834957495,4.436312781310193,7.676547744513281,6.084161423137398,9.324396386340483,22.523413349937364,25.763648313140447,4.742794117470472,7.9830290806735595,6.594963650071198,9.835198613274283,25.072559701492708,28.312794664695794
Italy,2012,8.649862875669026,24.84529329039208,9.857447875213769,26.05287828993682,21.90454584686252,38.099976261585574,8.806446906340945,25.001877321064004,10.118421259666968,26.313851674390023,23.2069273083242,39.40235772304725,9.287994553421605,25.483424968144664,10.921000671468068,27.116431086191124,27.212180753883974,43.40761116860703
Lithuania,2012,5.6327968943616025,13.416646518129197,7.005978737032405,14.789828360799998,20.70510235796254,28.488951981730132,7.987264749806945,15.771114373574537,10.93009182944131,18.7139414532089,40.28829531436507,48.072144938132666,9.343048312910428,17.12689793667802,13.189731101280447,20.97358072504804,51.56497129954326,59.34882092331085
Latvia,2012,10.318622771806766,27.764272741260328,11.669649539540671,29.11529950899423,25.147749912886074,42.59339988233963,11.810156756737188,29.25580672619074,14.155539514424708,31.601189483878265,37.553524644688316,54.99917461414188,13.461485187555153,30.907135157008707,16.907753565787985,34.35340353524155,51.288383339110766,68.73403330856432
Malta,2012,5.6021596713965645,10.44440086903388,7.384067200760406,12.226308398397718,25.160716124652048,30.002957322289358,5.800127622377622,10.642368820014937,7.7140137857288344,12.55625498336615,26.807306701065926,31.64954789870324,10.278350176522506,15.120591374159819,15.177718042636975,20.01995924027429,64.05474508792179,68.89698628555911
Netherlands,2012,4.868186874814309,11.108893500886722,6.167487221233571,12.408193847305986,19.1295549628924,25.370261588964816,4.999858050746899,11.240564676819313,6.386939181121222,12.627645807193636,20.22472474366506,26.465431369737473,5.230114296860786,11.4708209229332,6.770699591311033,13.011406217383445,22.139871933564688,28.380578559637105
Norway,2012,1.2436123151809555,2.464654287350193,1.5831181703058312,2.804160142475069,4.970093248813519,6.191135220982757,1.8249051189603505,3.0459470911295883,2.5519395099381557,3.7729814821073937,9.804973077073882,11.02601504924312,1.8873053492963425,3.1083473214655797,2.6559398938314756,3.8769818660007136,10.323984516693878,11.545026488863117
Poland,2012,22.685773916200084,50.086880638128605,26.605186800934327,54.00629352286285,65.70599629387834,93.10710301580687,23.452653127509475,50.853759849438,27.883318819783316,55.28442554171183,72.08448370222949,99.485590424158,23.430347506233957,50.83145422816248,27.846142784324112,55.247249506252636,71.89895758241404,99.30006430434257
Portugal,2012,8.50254574154048,21.568493095481998,10.126032677621993,23.19198003156351,26.322247587578048,39.388194941519565,8.662455657111654,21.72840301105317,10.39254920357395,23.458496557515467,27.652291964709708,40.71823931865123,8.740266247525188,21.806213601466705,10.522233520929841,23.588180874871355,28.299478462752443,41.36542581669396
Romania,2012,24.667711966999665,67.99546101918034,27.404461761357684,70.73221081353834,54.70679899554837,98.03454804772905,26.522905026141295,69.85065407832197,30.4964501932604,73.82419924544106,70.13729364618668,113.46504269836734,26.604020129665706,69.93176918184638,30.63164203246775,73.95939108464842,70.81196530089765,114.1397143530783
Sweden,2012,0.7202213274157043,1.8787381853798195,0.7774222479874411,1.9359391059515563,1.3480695270245289,2.506586384988644,1.5119856464779435,2.6705025044420587,2.097029446424506,3.2555463043886212,7.933537831605693,9.092054689569808,1.9631732300608482,3.1216900880249634,2.8490087523960144,4.00752561036013,11.686272653787313,12.844789511751427
Slovenia,2012,16.427993294403546,47.278857971550174,17.82704755980835,48.67791223695498,31.78427939801342,62.635144075160056,17.40835965997578,48.25922433712241,19.460991502428744,50.31185617957538,39.938437740233304,70.78930241737993,17.952630112596644,48.803494789743276,20.36810892346352,51.21897360061015,44.46538563187351,75.31625030902013
Slovakia,2012,13.51107447185513,33.47188660313133,15.554728926140507,35.515541057416705,35.94261502960653,55.90342716088272,14.083805554635278,34.04461768591147,16.509280730774087,36.470092862050286,40.70628308320649,60.66709521448269,14.720458041488516,34.68127017276471,17.570368208862813,37.53118034013901,46.001614878620714,65.96242700989691
Belgium,2013,6.784323652514762,17.12504068341478,8.062879745978416,18.403596776878437,20.81799886886581,31.15871589976583,6.827555614083181,17.1682726449832,8.134933015259111,18.475650046159135,21.177578993657097,31.51829602455712,8.54713747113877,18.88785450203879,11.000902777018426,21.34161980791845,35.48013285234168,45.820849883241706
Bulgaria,2013,37.026626832666764,95.85138343692488,41.78438849444315,100.60914509870128,89.2487250726409,148.073481676899,38.22388553499841,97.04864213925653,43.77981966499589,102.60457626925398,99.20687681901836,158.03163342327647,37.56527681618881,96.39003342044693,42.6821384669799,101.506895071238,93.7289249355862,152.5536815398443
Cyprus,2013,4.745380520279596,6.5400146727049995,6.5358940926703,8.330528245095703,24.398398541044216,26.19303269346962,4.890048510224332,6.6846826626497355,6.777007409244858,8.57164156167026,25.601668806616303,27.3963029590417,4.859088226858756,6.653722379284159,6.725406936968898,8.5200410893943,25.344157878305793,27.138792030731196
Czechia,2013,16.383497456125774,40.217386408004444,19.623091389457645,43.45698034133631,51.94189753388749,75.77578648576616,16.273144860646614,40.10703381252528,19.439170396992374,43.273059348871044,51.024044200060835,74.85793315193949,16.35950137930472,40.19339033118339,19.583097928089224,43.416986879967894,51.74231111715367,75.57620006903234
Germany,2013,5.2133558754335105,12.38892487690967,6.583739856083376,13.759308857559535,20.25495147256656,27.43052047404272,5.398178422285734,12.573747423761894,6.891777434170416,14.067346435646574,21.792205671781883,28.967774673258045,5.611809901824034,12.787378903300192,7.247829900067583,14.423398901543742,23.569077025402027,30.744646026878186
Denmark,2013,2.933502646837959,5.704985455048587,3.871593715687438,6.643076523898066,13.230168902542951,16.001651710753578,3.7935887659825767,6.565071574193205,5.305070580928467,8.076553389139095,20.383901068126754,23.155383876337382,4.05022209322234,6.821704901432968,5.73279279299474,8.504275601205368,22.518438583581297,25.289921391791925
Estonia,2013,10.972007382025087,15.750049902701102,15.228086447955667,20.006128968631682,57.68754189140597,62.46558441208199,12.743298778845952,17.521341299521968,18.18023877599044,22.958281296666456,72.42018779512237,77.19823031579838,11.916204737345856,16.69424725802187,16.801748706823616,21.57979122749963,65.54086592613744,70.31890844681347
Greece,2013,9.114322029592339,20.192830664582363,11.478106304382148,22.556614939372174,35.059668474309056,46.138177109299086,9.42643858613087,20.504947221120897,11.998300565279704,23.07680920026973,37.65568554774067,48.73419418273069,8.783793365088911,19.862302000078937,10.92722519687644,22.00573383186647,32.31050942351866,43.38901805850869
Spain,2013,6.090988314814579,14.639127288750506,7.243948571585331,15.792087545521257,18.746099704607825,27.294238678543753,6.390672356759289,14.938811330695215,7.7434219748265125,16.29156094876244,21.238709831259058,29.78684880519499,6.536963171581216,15.08510214551714,7.9872399995297245,16.53537897346565,22.455477878349374,31.003616852285298
Finland,2013,2.6619922602179904,4.845389332471943,3.5353628975974076,5.718759969851361,12.248274732406362,14.431671804660315,3.4008191257971525,5.584216198051106,4.766741006896012,6.950138079149966,18.39343786833463,20.576834940588583,3.8566233749932706,6.040020447247224,5.526414755556208,7.70981182781016,22.184571623553133,24.36796869580709
France,2013,4.871553362831565,12.276426660586278,5.739549289506039,13.14442258726075,14.398841986568039,21.80371528432275,5.107677651647538,12.512550949402252,6.133089770865992,13.537963068620707,16.36279638878343,23.76766968653814,5.42933669578578,12.834209993540494,6.669188177763062,14.074061475517773,19.03818272415547,26.443056021910184
Croatia,2013,16.27480988662315,47.576572556469486,18.042444871095302,49.34420754094164,35.67670816856751,66.97847083841386,17.19375692528445,48.49551959513079,19.574023268864142,50.875785938710486,43.32001369648057,74.62177636632691,17.91579770861543,49.21756037846176,20.777424574415768,52.0791872442621,49.325559259423926,80.62732192927028
Hungary,2013,17.445601129502535,48.37591854436192,19.68808687623301,50.6184042910924,42.05955182575848,72.98986924061788,17.993334818304437,48.92365223316383,20.600976357569515,51.53129377242891,46.61530504690448,77.54562246176388,19.039240176007947,49.969557590867346,22.344151953742042,53.27446936860144,55.3145813554226,86.244898770282
Ireland,2013,4.270376068128171,7.4707167145604565,5.816542263293873,9.016882909726158,21.24139073411362,24.441731380545903,4.373119297037799,7.573459943470083,5.987780978143252,9.188121624575537,22.09595346345718,25.296294109889466,4.69719652354121,7.8975371699734955,6.527909688982271,9.728250335414556,24.791452934691907,27.991793581124192
Italy,2013,8.19233776844576,23.776864090638153,9.273730786699723,24.858257108892115,20.061913516423765,35.64643983861615,8.412179079845107,23.996705402037502,9.640132972365297,25.22465929455769,21.890434900126262,37.474961222318655,8.88522734835371,24.469753670546105,10.42854675321297,26.013073075405362,25.824995101689886,41.40952142388228
Lithuania,2013,5.332796852124031,12.909347484981234,6.579545806875098,14.156096439732302,19.017350855463118,26.593901488320327,7.457841357610697,15.034391990467903,10.121286649352873,17.697837282210077,36.69232420268554,44.268874835542746,8.885502140441503,16.462052773298705,12.500721287404215,20.07727192026142,48.56683611067509,56.1433867435323
Latvia,2013,9.611299324742335,25.3475248625572,11.143581642995354,26.87980718081022,26.42992191318617,42.16614745100104,10.67741828631978,26.413643824134645,12.920446578957758,28.656672116772626,35.297324069798556,51.03354960761342,12.16268503284148,27.898910570656348,15.395891156493926,31.13211669430879,47.65097129483619,63.38719683265106
Malta,2013,4.597278728144707,8.412223367697594,6.07629009478494,9.891234734337827,20.83118920483869,24.646133844391578,4.789978973981345,8.604923613534233,6.397457171179336,10.212401810732223,22.43396585274977,26.248910492302652,8.049376277708546,11.864320917261432,11.82978601072467,15.644730650277557,49.54387358533791,53.358818224890804
Netherlands,2013,4.695219449083446,10.63226883625578,5.974842528650356,11.911891915822688,18.74060610813929,24.677655495311623,4.836924974696538,10.773974361868872,6.211018404672177,12.14806779184451,19.919236194191043,25.856285581363377,5.07116742279734,11.008216809969673,6.60142248484018,12.538471872012513,21.86753846093422,27.804587848106554
Norway,2013,1.2111205209887543,2.371553847130935,1.5503772926294082,2.7108106187715886,4.934867466854027,6.095300792996207,1.8043817969223745,2.964815123064555,2.5391460858521087,3.6995794119942893,9.869294587317789,11.029727913459968,1.873348781953325,3.033782108095506,2.6540910609036934,3.814524387045874,10.4429247485276,11.603358074669782
Poland,2013,21.775272731439472,47.935103149066165,25.597053255720777,51.756883673347474,63.72386372414617,89.88369414177286,22.568400793451584,48.72823121107828,26.9189333590743,53.07876377670099,70.32067490659611,96.4805053242228,22.393147366444843,48.552977784071544,26.626844314063064,52.786674731689764,68.86301148196863,95.02284189959532
Portugal,2013,8.077852113555862,20.270974123171545,9.661469954361575,21.85459196397726,25.459943175732864,37.653065185348545,8.188304164974019,20.381426174589702,9.845556706725171,22.038678716340854,26.378623730385474,38.57174574000116,8.249825242465496,20.44294725208118,9.948091835877632,22.141213845493315,26.890322851108234,39.083444860723915
Romania,2013,21.882796105616148,60.661527939416025,24.196964548807134,62.97569638260702,47.28354973206958,86.06228156586945,23.708175482166308,62.48690731596619,27.239263509724065,66.01799534352395,62.466070260835984,101.24480209463584,23.723154902003724,62.5018867358036,27.264229209453095,66.04296104325297,62.59066099091226,101.36939282471214
Sweden,2013,0.7014686211881072,1.8162869122986567,0.7586676162332661,1.8734859073438155,1.3292956858504468,2.444113976960996,1.4488242887495708,2.5636425798601206,2.0042603955023717,3.119078686612921,7.545396793821986,8.660215084932535,1.8611218136827665,2.9759401047933163,2.6914229370576987,3.806241228168248,10.974665096440948,12.089483387551496
Slovenia,2013,16.20106220116694,46.15529712544199,17.707431984704137,47.661666908979186,32.73526387284902,62.68949879712407,16.934029022831325,46.88826394710638,18.929043354144778,48.88327827841984,38.83168632605756,68.7859212503326,17.442601125436504,47.39683604971155,19.77666352515341,49.730898449428466,43.0617146080435,73.01594953231854
Slovakia,2013,12.658269130707932,31.0712880573693,14.617324368261094,33.03034329492246,34.161232571469995,52.57425149813136,13.289400464662357,31.702419391323726,15.669209924851799,34.08222885151317,39.41064239674169,57.823661323403066,13.93941187516109,32.35243080182246,16.75256227568302,35.165581202344384,44.81708650946132,63.230105436122685
Belgium,2014,6.087712043549023,15.238719387657621,7.275497021984684,16.42650436609328,19.12506621161663,28.27607355572523,6.127415870138036,15.278423214246633,7.341670066299706,16.4926774104083,19.455301213722073,28.60630855783067,7.927642543219869,17.078649887328467,10.34204785476943,19.493055198878025,34.42861512951382,43.57962247362242
Bulgaria,2014,31.876039107768328,90.15543872938103,36.70207433869382,94.98147396030652,84.84752104721241,143.1269206688251,33.24888052632558,91.52828014793826,38.99014336962256,97.26954299123526,96.26607506822825,154.54547468984094,32.328451795852146,90.60785141746484,37.456095485500185,95.73549510711288,88.61044562746515,146.88984524907784
Cyprus,2014,5.2384842187750245,7.248747649117989,7.1751092445146085,9.185372674857573,26.49524938224998,28.505512812592947,5.357319044432242,7.367582474775208,7.373167287276637,9.383430717619603,27.483653328986207,29.493916759329174,5.40448580261743,7.414749232960396,7.4517785509186165,9.462041981261583,27.875960968494756,29.88622439883772
Czechia,2014,16.06691955711935,39.281354158785916,19.28379100603024,42.4982256076968,51.375913317784104,74.59034791945068,15.972557687333714,39.18699228900028,19.126521223054176,42.340955824720744,50.591062210360704,73.80549681202727,15.91082761667785,39.12526221834442,19.02363777196107,42.23807237362764,50.077624797286546,73.29205939895311
Germany,2014,4.8462773138213375,11.523936734917658,6.1151239089576865,12.792783330054005,18.773379227103636,25.451038648199958,4.978365657532716,11.656025078629035,6.335271148476649,13.01293056957297,19.872018784322083,26.549678205418402,5.2181262564197946,11.895785677516114,6.734872146621782,13.4125315677181,21.86621805125588,28.543877472352204
Denmark,2014,2.7064200668279668,5.256913853256923,3.5646190606456276,6.115112847074583,12.126175689445622,14.676669475874576,3.4780389620066443,6.028532748435601,4.850650552610091,7.401144339039047,18.544085230296847,21.094579016725802,3.795460516283672,6.345954302712628,5.379686476405137,7.930180262834092,21.1842264119026,23.73472019833156
Estonia,2014,10.732747114454165,14.936196666034856,15.08618762282898,19.289637174409673,58.516939361139656,62.720388912720345,11.604401315429815,15.807850867010503,16.538944624455063,20.742394176035752,65.76688858830218,69.97033813988288,11.129863451681448,15.33331300326214,15.748048184874452,19.951497736455142,61.81993873744276,66.02338828902344
Greece,2014,9.182780544584622,20.291252215689816,11.534250200862127,22.642721871967318,34.99295939086867,46.10143106197386,9.461733600024825,20.570205271130014,11.999171959929136,23.10764363103433,37.313140359926884,48.421612031032076,8.782822543580311,19.8912942146855,10.867653532521611,21.976125203626804,31.66632458886457,42.77479625996976
Spain,2014,5.834118869696923,13.881897622621556,6.972186647595215,15.01996540051985,18.32576757472342,26.37354632764805,6.1483671072468935,14.196145860171525,7.4959337101785,15.543712463103132,20.939514820377145,28.987293573301777,6.312106047871022,14.359884800795655,7.768831944552048,15.81661069747668,22.301406961441323,30.349185714365955
Finland,2014,2.4803741175560785,4.56757306920835,3.248016548330812,5.335215499983083,10.906163655345413,12.993362606997685,3.218554469948815,5.305753421601087,4.47831713565204,6.565516087304311,17.045949443500874,19.133148395153146,3.6396344276089065,5.726833379261178,5.1801170650855255,7.267316016737797,20.54826528181655,22.635464233468824
France,2014,4.34904944070631,10.856254733796485,5.149951078792333,11.65715637188251,13.139898373031473,19.647103666121644,4.563602539681313,11.070807832771488,5.507539577084007,12.01474487017418,14.924435259744207,21.43164055283438,4.878857937364316,11.386063230454491,6.032965239889012,12.540170532979186,17.54655951983775,24.053764812927923
Croatia,2014,15.123462303954705,43.677813618030946,16.852758060711093,45.40710937478734,34.104541919780786,62.65889323385703,16.03075088426239,44.58510219833863,18.364905694557233,46.91925700863348,41.650878682974856,70.2052299970511,16.23766787493025,44.792019189006496,18.709767345670333,47.26411865974658,43.37190254186307,71.92625385593931
Hungary,2014,15.71008729783802,43.045721918470825,17.84007792493775,45.17571254557055,39.08927013338503,66.42490475401783,16.32509952255613,43.660734143188925,18.865098299467927,46.20073292010073,44.20460990723087,71.54024452786368,17.160545930457975,44.496180551090774,20.257508979304333,47.593143599937136,51.15340225231924,78.48903687295203
Ireland,2014,3.7768635288604537,6.507946280220126,5.174522483001219,7.905605234360891,19.117834430262665,21.848917181622337,3.8971525922149657,6.628235343574637,5.375004255258738,8.106087006618411,20.118333941338285,22.849416692697957,4.228854352946413,6.959937104306086,5.927840523144484,8.658923274504156,22.877250173453817,25.60833292481349
Italy,2014,7.574799089114601,21.818951102908827,8.590302172058397,22.834454185852625,18.721154356664375,32.965306370458606,7.789145002171555,22.03329701596578,8.947545360486654,23.191697374280878,20.50396798272539,34.74811999651962,8.261017404478638,22.505169418272864,9.733999364331792,23.978151378126018,24.428747963819223,38.672899977613454
Lithuania,2014,5.294277792205307,12.720564200834852,6.569109304480706,13.99539571311025,19.287071295990028,26.713357704619572,7.238841644556099,14.665128053185644,9.81004905839869,17.236335467028237,35.4609039726855,42.887190381315044,8.685069088632718,16.111355497262263,12.22042813185972,19.646714540489267,47.48984334881483,54.916129757444374
Latvia,2014,10.207989058571561,25.16441259555232,12.365661772299774,27.32208530928053,33.891015749731224,48.84743928671199,10.252097228961558,25.208520765942318,12.439175389616436,27.39559892659719,34.257883706625805,49.21430724360656,11.505681446215577,26.462104983196337,14.528482418373137,29.484905955353895,44.68452068823067,59.64094422521142
Malta,2014,4.26104461153455,7.875275736764522,5.606329889956691,9.220561015186663,19.02715207231091,22.641383197540883,4.44789344996629,8.062124575196261,5.917744620676258,9.53197574590623,20.58125987133046,24.19549099656043,8.225330572156643,11.839561697386616,12.21347315766018,15.827704282890151,51.999943236850235,55.614174362080206
Netherlands,2014,4.399280532193698,9.966633339091072,5.605891012269939,11.173243819167313,17.643266992078146,23.21061979897552,4.558842249502651,10.126195056400023,5.87182720778486,11.439180014682233,18.97041524398118,24.537768050878555,4.683170529924356,10.250523336821727,6.079041008487701,11.646393815385075,20.004510782726786,25.57186358962416
Norway,2014,1.2623636831707152,2.4314824796820176,1.6623280965086848,2.831446893019987,5.652449267666049,6.821568064177351,1.8036615865725338,2.9727803830838364,2.564491268845049,3.733610065356352,10.154673099135143,11.323791895646446,1.8619362253420195,3.031055021853322,2.661615666794192,3.830734463305495,10.639370094614675,11.808488891125977
Poland,2014,20.020857847384125,43.56639807855319,23.6180737647095,47.16361399587857,59.50458493993172,83.05012517110079,20.684570454818687,44.23011068598776,24.724261443767105,48.26980167493618,65.02498821446683,88.5705284456359,20.559729191324084,44.10526942249316,24.516192671276105,48.06173290244517,63.98662595936887,87.53216619053794
Portugal,2014,7.6279691552390965,19.299241137288597,9.061478476334225,20.732750458383727,23.362440512973716,35.033712495023224,7.921808712237878,19.593080694287384,9.551211071332194,21.222483053381698,25.8064393680112,37.4777113500607,7.9589598971013045,19.63023187915081,9.613129712771238,21.28440169482074,26.11544287385939,37.78671485590889
Romania,2014,19.890473308956008,55.82989062624566,21.760235111850463,57.699652429140116,40.41333500263084,76.3527523199205,22.10027975436879,58.03969707165844,25.443245854205088,61.382663171494734,58.79331242161964,94.7327297389093,22.20491952891397,58.14433684620363,25.617645478447066,61.557062795736705,59.6636495940272,95.60306691131687
Sweden,2014,0.6693209312224968,1.7262171106197586,0.7248750395081146,1.7817712189053763,1.2790934055003498,2.3359895848976118,1.4037835110505366,2.4606796904477983,1.948979339221514,3.005875518618776,7.387956767879602,8.444852947276864,1.8299051028418727,2.8868012822391345,2.659181992207074,3.716078171604336,10.932206198017063,11.989102377414325
Slovenia,2014,14.863986669075816,40.25086497955323,16.809755024007355,42.196633334484765,36.22111075534818,61.607989065825585,14.573134076600336,39.96001238707775,16.325000703214883,41.7118790136923,33.801955859202906,59.18883416968031,15.245096355691484,40.631974666168894,17.444937835033468,42.83181614551088,39.39097545037372,64.77785376085113
Slovakia,2014,10.677205991788304,25.340287264011945,12.600087000766164,27.2631682729898,31.78311420937862,46.44619548160227,11.111676844547473,25.774758116771114,13.324205088698113,27.987286360921754,35.39680828629616,50.0598895585198,11.602000008211698,26.265081280435336,14.14141036147182,28.804491633695463,39.475051742804936,54.13813301502858
Belgium,2015,6.141447344549358,15.196173547293098,7.332140320382893,16.38686652312663,19.210720245960296,28.265446448704033,6.170101483246756,15.224827685990498,7.379897218211889,16.43462342095563,19.44904990750691,28.50377611025065,7.791255215871605,16.845981418615345,10.08182010591997,19.13654630866371,32.93293174711676,41.987657949860505
Bulgaria,2015,29.92575816523938,83.83029206861465,34.76834042901624,88.67287433239152,83.0788634890759,136.98339739245117,31.17347190242763,85.0780058058029,36.847863324329985,90.75239722770527,93.45667298568927,147.36120688906453,30.128075617016535,84.03260952039182,35.10553618197817,89.01007008535345,84.7616308657621,138.66616476913737
Cyprus,2015,4.78552400218455,6.45436903289085,6.685008069459769,8.35385310016607,25.63462293108637,27.303467961792666,4.8435618735858945,6.512406904292195,6.781737855128676,8.450582885834978,26.117350623376918,27.78619565408322,4.7451834003187665,6.414028431025066,6.617773733016796,8.286618763723098,25.299091575885246,26.967936606591547
Czechia,2015,14.031991139325612,33.622526533072424,17.062586863979448,36.65312225772625,47.29638706945462,66.88692246320143,13.896962073040406,33.48749746678721,16.837538420170773,36.428073813917585,46.173288168923705,65.76382356267051,13.87669604049229,33.467231434239096,16.803761699257247,36.394297093004056,46.004726247412385,65.5952616411592
Germany,2015,4.668089628971178,11.0561849963981,5.897045744602106,12.285141112029027,18.15734604101541,24.545441408442326,4.821795980768494,11.209891348195415,6.153222997597632,12.541318365024553,19.43579252263117,25.823887890058096,5.02035929491372,11.40845466234064,6.4841618545063415,12.872257221933262,21.087335008537494,27.475430375964415
Denmark,2015,2.5326085358599597,4.982700299907405,3.3095944444607235,5.75968620850817,11.060953865977872,13.511045630025317,3.3719629618639972,5.8220547259114435,4.708518487800786,7.158610251848232,18.042250996551136,20.492342760598582,3.694465247430935,6.144557011478382,5.2460222970790165,7.696114061126462,20.7246509590444,23.174742723091846
Estonia,2015,8.89059851488508,12.375942781391473,12.389750971819653,15.875095238326049,47.29796238742887,50.78330665393527,9.878642421939375,13.36398668844577,14.036490816910147,17.52183508341654,55.51597837626143,59.00132264276783,10.540418161830997,14.02576242833739,15.139450383396182,18.624794649902576,61.02027183186793,64.50561609837433
Greece,2015,8.203891276750038,18.83422801865862,10.387895848984712,21.018232590893295,32.17594146246872,42.8062782043773,8.675659674551465,19.305996416460044,11.174176511987092,21.804513253895667,36.09985639021392,46.7301931321225,7.995421888864761,18.62575863077334,10.040446869175915,20.670783611084495,30.442005601327672,41.07234234323625
Spain,2015,5.846210811043955,13.988865318544244,6.972341547567369,15.114996055067657,18.206836276217615,26.3494907837179,6.165653426948721,14.308307934449008,7.504745907408644,15.647400414908933,20.863787557711216,29.006442065211502,6.229342861616635,14.37199736911692,7.6108949651885,15.753549472688789,21.393521903203066,29.53617641070335
Finland,2015,2.3306011050926037,4.216137886794238,3.0928661853963146,4.978402967097949,10.697367819854767,12.582904601556402,2.937729708300021,4.8232664900016555,4.104747190742012,5.990283972443646,15.747135884627575,17.63267266632921,3.263683962386168,5.149220744087801,4.648004280885589,6.533541062587222,18.458247458296473,20.343784239998108
France,2015,4.245755313468872,10.565977378786336,5.043336637794574,11.363558703112037,13.00015984952002,19.320381914837483,4.44098195555878,10.761204020876242,5.368714374611086,11.688936439928549,14.623949698013854,20.94417176333132,4.701903730714892,11.022125796032354,5.803583999871273,12.123806065188734,16.794156208836117,23.11437827415358
Croatia,2015,14.971022590039397,43.11101464704028,16.722166862504327,44.86215891950521,34.19191567590447,62.33190773290536,15.816176430875185,43.95616848787607,18.13075659723064,46.270748654231525,41.221449209205325,69.3614412662062,16.324599140401272,44.46459119740215,18.97812777977412,47.118119836775,45.45023492018421,73.5902269771851
Hungary,2015,15.235988947699727,41.57938026615599,17.340379191602167,43.68377051005843,38.33417710100983,64.6775684194661,15.866234043398853,42.20962536185511,18.39078768443404,44.7341790028903,43.576215674761286,69.91960699321754,16.567578299589506,42.91096961804576,19.55969477808513,45.90308609654139,49.40961869450577,75.75301001296204
Ireland,2015,2.8922869519875767,4.9455823652368744,3.975866001939988,6.029161415189285,14.785857000274754,16.839152413524054,2.97952453526816,5.032819948517457,4.121261974074293,6.174557387323591,15.511452137402149,17.564747550651447,3.1630159669883287,5.2163113802376255,4.427081026941241,6.480376440190538,17.037634839328625,19.090930252577923
